,text,line,start_pos,end_pos,file,class,prob,predict
2124,-8The license renewal application credited the following seven aging management programs for managing the effects of aging in the chilled water system.,132,0,152,ano_2001003.txt,,0.4068000018596649,Procedural&Team
2125,These programs are discussed further in Section III.D of this report.,132,152,221,ano_2001003.txt,,0.30390000343322754,Procedural&Team
2126,· The Auxiliary Systems Chemistry Monitoring Program is credited with managing the aging effects of loss of material and cracking of components which are located in a treated water environment in the chilled water system.,132,221,442,ano_2001003.txt,,0.5103999972343445,Cognition
2127,"The Heat Exchanger Monitoring Program is credited with managing the aging effects of loss of material for carbon steel, copper, brass, and bronze heat exchangers which are located in a treated water environment.",132,442,653,ano_2001003.txt,,0.9660000205039978,Cognition
2128,The Reactor Building Leak Rate Testing Program and ASME Section XI Subsection IWC (pressure tests) are credited for managing the aging effects of the reactor building penetrations in the chilled water system.,132,653,861,ano_2001003.txt,,0.2962999939918518,Procedural&Team
2129,The Maintenance Rule Program was identified for managing the effect of loss of material and cracking for chilled water system components which are subjected to an external ambient environment.,132,861,1053,ano_2001003.txt,,0.8862000107765198,Procedural&Team
2130,The Wall Thinning Inspection Program is credited for managing loss of material for the carbon steel piping.,132,1053,1160,ano_2001003.txt,,0.9645000100135803,Cognition
2131,The Oil Analysis Program is credited for managing cracking and loss of material aging effects for chilled water components located in an oil environment.,132,1160,1313,ano_2001003.txt,,0.8432000279426575,Cognition
2137,"c. Conclusions The team found that, for this system, the applicant had properly identified the effects of aging and the programs that will manage those effects, in accordance with their license renewal application and the NRC's SER.",144,0,232,ano_2001003.txt,,0.8307999968528748,Communication
2139,Evaluation of Electrical Systems The applicant grouped most electrical passive components together for the purposes of identifying the effects of aging and proposing programs for managing those effects.,144,234,436,ano_2001003.txt,,0.43630000948905945,Procedural&Team
2140,The applicant used a spaces approach in identifying the electrical components subject to aging and in identifying the aging effects.,144,436,568,ano_2001003.txt,,0.4375,Control
2141,"This approach consisted of evaluating aging of passive electrical components contained in areas whose environments are conducive to producing aging effects, such as areas with elevated temperatures, humidity, and radiation.",144,568,791,ano_2001003.txt,,0.46459999680519104,Control
2142,"In addition, the applicant included electrical components subjected to ohmic heating, frequent manipulation, and corrosive chemicals.",144,791,924,ano_2001003.txt,,0.6000999808311462,Control
2143,The team focused its review on passive electrical components contained within harsh,144,924,1007,ano_2001003.txt,,0.4147000014781952,Information
2144,"-9environments to verify that the appropriate aging effects were identified and can be managed by the credited programs, consistent with the applicant's license renewal application and the NRC's SER.",146,0,200,ano_2001003.txt,,0.5504999756813049,Control
2145,"For those electrical components involving time-limited assumptions and/or that fall under 10 CFR 50.49, the applicant performed time-limited aging analyses as required by 10 CFR 54.21(c) to demonstrate that these components are qualified for duty through the extended period of operation.",146,200,488,ano_2001003.txt,,0.4018000066280365,Management
2146,The team did not review these time-limited aging analyses.,146,488,546,ano_2001003.txt,,0.48510000109672546,Control
2148,Electrical Components a.,146,548,572,ano_2001003.txt,,0.2867000102996826,Procedural&Team
2149,"Scope The team reviewed the electrical system drawings, the applicant's aging management review of electrical components (documented in engineering reports), the NRC's SER, and the applicant's responses to the NRC's requests for additional information.",146,572,824,ano_2001003.txt,,0.29260000586509705,Planning
2150,The team also interviewed the responsible system and program engineers and performed a visual inspection of accessible portions of the electrical system.,146,824,977,ano_2001003.txt,,0.4569999873638153,Information
2151,Documents reviewed are listed in Attachment 1 to this report.,146,977,1038,ano_2001003.txt,,0.6812000274658203,Control
2152,"b. Observations The electrical components considered for aging management review are electrical cables, terminal blocks, and connectors (including splices).",146,1038,1194,ano_2001003.txt,,0.33320000767707825,Control
2153,"Terminal Blocks: The potential aging effects for terminal blocks and the activities that will manage those effects are listed below: · Terminal block corrosion due to high humidity and exposure to hazardous chemicals: None of the terminal blocks, which were subject to aging management review at ANO-1, were exposed to high humidity or hazardous chemicals; therefore, corrosion is not considered to be an aging effect requiring aging management.",146,1194,1639,ano_2001003.txt,,0.45559999346733093,Planning
2154,Damage to terminal blocks due to frequent manipulation of the conncections: The terminal blocks subject to frequent manipulation are those tested using periodic maintenance and surveillance procedures.,146,1639,1840,ano_2001003.txt,,0.6473000049591064,Control
2155,"The applicant determined that existing good maintenance practices, which include visual inspection and continuity checks after reconnecting, will ensure frequent manipulation does not degrade terminal blocks.",146,1840,2048,ano_2001003.txt,,0.9553999900817871,Planning
2156,Electrical stresses: No deterioration from electrical stresses is expected since the current capability of the terminal blocks are much larger than the actual current.,146,2048,2215,ano_2001003.txt,,0.6256999969482422,Control
2157,"Therefore, aging resulting from electrical stresses is not a concern.",146,2215,2284,ano_2001003.txt,,0.48660001158714294,Control
2160,"-10· Mechanical stresses: The terminal blocks are not utilized as structural members; therefore, mechanical aging is not a concern.",152,0,132,ano_2001003.txt,,0.45899999141693115,Control
2161,Thermal or radiation aging: Insulating materials used in ANO-1 terminal block connections are rated at very high service temperatures and radiation exposures and therefore not susceptible to thermal or radiation aging.,152,132,350,ano_2001003.txt,,0.9380000233650208,Planning
2163,"Connectors: Connectors include splices, multipin connectors, screw terminals, battery posts, and terminal blocks.",156,0,113,ano_2001003.txt,,0.6759999990463257,Control
2164,"Terminal blocks are discussed separately, above.",156,113,161,ano_2001003.txt,,0.5020999908447266,Control
2165,The potential aging effects for connectors and the activities that will manage those effects are listed below.,156,161,271,ano_2001003.txt,,0.43140000104904175,Control
2166,"· Connector corrosion at the terminals due to high humidity and exposure to hazardous chemicals: During normal operation, most connectors are exposed primarily to dry conditions; therefore, corrosion is not considered to be an aging effect requiring aging management.",156,271,538,ano_2001003.txt,,0.7792999744415283,Planning
2167,"The applicant determined that, for those electrical splices subjected to harsh environments, the Electrical Component Inspection Program will be established to inspect and monitor their condition.",156,538,734,ano_2001003.txt,,0.37450000643730164,Procedural&Team
2168,"In addition, the applicant identified those connectors that terminate impedance-sensitive circuits (coaxial and triaxial connectors).",156,734,867,ano_2001003.txt,,0.9850999712944031,Performance
2169,Corrosion of the connector pins of these connectors could interfere with the operation of these circuits.,156,867,972,ano_2001003.txt,,0.421099990606308,Control
2170,The Electrical Component Inspection Program will be established to periodically inspect these connectors.,156,972,1077,ano_2001003.txt,,0.2621000111103058,Procedural&Team
2171,Further discussion of the proposed Electrical Component Inspection Program is provided in Section III.D of this report.,156,1077,1196,ano_2001003.txt,,0.5084999799728394,Information
2172,Damage to connectors due to frequent manipulation of the connectors: The applicant identified those connectors subject to frequent manipulation.,156,1196,1340,ano_2001003.txt,,0.8934999704360962,Performance
2173,"The applicant relies on good maintenance practices, including visual inspection and continuity checks after reconnecting to ensure frequent manipulation does not degrade connectors.",156,1340,1521,ano_2001003.txt,,0.8068000078201294,Planning
2174,Electrical stresses: No deterioration from electrical stresses is expected since the connectors are large compared to the actual current.,156,1521,1658,ano_2001003.txt,,0.6523000001907349,Control
2175,"Mechanical stresses: Connectors do not provide any substantial structural support; therefore, mechanical aging is not a concern.",156,1658,1786,ano_2001003.txt,,0.4442000091075897,Control
2179,Cables: The potential aging effects for cables and the activities that will manage those effects are listed below: · Corrosion of conductors: Corrosion of conductors is not expected since the conductors are covered by insulation.,164,0,229,ano_2001003.txt,,0.38989999890327454,Information
2180,Electrical stress: Deterioration of low voltage cables from electrical stress is not expected due to low voltage.,164,229,342,ano_2001003.txt,,0.7982000112533569,Planning
2182,-11· Ohmic heating: Ohmic heating can be significant for those cables which are routinely or continuously operated under high currents.,168,0,136,ano_2001003.txt,,0.9502000212669373,Planning
2183,"The applicant identified 3 cables that were subject to ohmic heating (i.e., operating at greater than 50 percent of their ampacity limit).",168,136,274,ano_2001003.txt,,0.810699999332428,Performance
2184,"To ensure the aging effects will not degrade these cables, the applicant will establish the Electrical Component Inspection Program that is described in Section 111.D.",168,274,441,ano_2001003.txt,,0.4708999991416931,Control
2186,"Thermal aging: Thermal aging applies to the insulation surrounding cables, which could result in reduced insulation resistance to ground and potential failure of the circuit.",168,456,630,ano_2001003.txt,,0.9603000283241272,Planning
2187,The Electrical Component Inspection Program will be established to monitor the condition of cables in the scope of license renewal.,168,630,761,ano_2001003.txt,,0.4912000000476837,Information
2188,Further discussion of the proposed Electrical Component Inspection Program is provided in Section III.D.,168,761,865,ano_2001003.txt,,0.5059000253677368,Information
2190,"Radiation stress: Cables subject to aging management review will not reach the radiation threshold; therefore, radiation stress is not a concern.",168,880,1025,ano_2001003.txt,,0.41510000824928284,Information
2191,Mechanical stresses: Mechanical stresses in cables are not considered a credible effect except in those cables frequently manipulated.,168,1025,1159,ano_2001003.txt,,0.4207000136375427,Control
2192,These cables are manipulated during disconnecting and reconnecting of the connectors.,168,1159,1244,ano_2001003.txt,,0.6804999709129333,Control
2193,"The applicant relies on good maintenance practices, including visual inspection and continuity checks after reconnecting to ensure frequent manipulation does not degrade cables.",168,1244,1421,ano_2001003.txt,,0.9021999835968018,Planning
2194,Exposure to a wetted environment: This can be a significant aging effect for medium and high voltage cables.,168,1421,1529,ano_2001003.txt,,0.5085999965667725,Control
2195,"Water and humidity are not a concern for most cables, because they are located in dry areas.",168,1529,1621,ano_2001003.txt,,0.46209999918937683,Information
2196,A discussion of buried cables exposed to a wet environment is provided below.,168,1621,1698,ano_2001003.txt,,0.4108999967575073,Information
2201,The team reviewed condition reports written involving cables in the last 3 years.,178,0,81,ano_2001003.txt,,0.41999998688697815,Control
2202,"The applicant identified 18 condition reports initiated during that time, three of which involved buried cables and two concerned cable failures due to thermal aging.",178,81,247,ano_2001003.txt,,0.3700999915599823,Performance
2203,"The team also requested a complete maintenance history review of buried cables, which revealed three failures, one each in 1995, 1999, and 2001.",178,247,391,ano_2001003.txt,,0.4489000141620636,Control
2204,Each of the failures occurred in cabling between the turbine building and the intake structure and was thought to be due to exposure to ground water.,178,391,540,ano_2001003.txt,,0.42260000109672546,Information
2205,A visual inspection is credited for managing the aging of cables exposed to ground water.,178,540,629,ano_2001003.txt,,0.8234999775886536,Procedural&Team
2206,"In its SER, the NRC technical staff concluded that a visual inspection is not sufficient for managing a significant aging effect, resulting in reduced insulation resistance to ground and potential electrical failure due to moisture intrusion, water treeing, and contamination.",178,629,905,ano_2001003.txt,,0.9986000061035156,Performance
2207,"This is identified in the NRC's SER as Open Item 3.3.7.3-1, which will be resolved by the NRC technical staff in NRR prior to issuing its final SER.",178,905,1053,ano_2001003.txt,,0.8414999842643738,Planning
2208,The team performed a walkdown of selected plant areas to determine whether the applicant had appropriately identified cables subject to aging management,178,1053,1205,ano_2001003.txt,,0.4171000123023987,Information
2210,"The team inspected plant areas where cables could be exposed to elevated temperatures, chemicals, or wetting.",180,11,120,ano_2001003.txt,,0.4198000133037567,Control
2211,The team also reviewed the loading of selected power cables that may require aging management due to being subjected to high current.,180,120,253,ano_2001003.txt,,0.7893999814987183,Planning
2212,The team did not identify any cables requiring aging management review that the applicant had not previously identified.,180,253,373,ano_2001003.txt,,0.6504999995231628,Procedural&Team
2213,"c. Conclusions The team found that, for those portions of the electrical systems reviewed, the applicant had properly identified the effects of aging and programs that will manage those effects, in accordance with their license renewal application and the NRC's SER.",180,373,639,ano_2001003.txt,,0.8607000112533569,Procedural&Team
2214,"Although not finalized, the team determined that, with adequate resolution of the open item discussed above, the Electrical Component Inspection Program, if implemented as described in the license renewal application and in the NRC's SER, should manage the effects of aging in the electrical components within the scope of license renewal.",180,639,978,ano_2001003.txt,,0.8303999900817871,Management
2215,"C. Evaluation of Structures and Structural Components The applicant assessed the aging mechanisms and aging effects for structures and structural components together as one group, subdivided into structural steel and steel components, structural steel and steel components in fluid environments, concrete structures and concrete components, earthen structures, and commodities.",180,978,1355,ano_2001003.txt,,0.8305000066757202,Procedural&Team
2216,The applicant then evaluated each aging effect under various environmental conditions.,180,1355,1441,ano_2001003.txt,,0.5873000025749207,Control
2217,"The team reviewed the applicant's programs for addressing the effects of aging on selected structures and structural components to verify that the aging effects were identified and can be managed by the credited programs, consistent with the applicant's license renewal application and the NRC's SER.",180,1441,1741,ano_2001003.txt,,0.47760000824928284,Control
2218,"The applicant's license renewal application, the NRC's SER, and engineering reports were reviewed.",180,1741,1839,ano_2001003.txt,,0.45829999446868896,Control
2219,"In addition, the team interviewed cognizant applicant staff members and performed a visual inspection of accessible portions of the selected structures.",180,1839,1991,ano_2001003.txt,,0.48890000581741333,Control
2220,Documents reviewed by the team are listed in Attachment 1 to this report.,180,1991,2064,ano_2001003.txt,,0.6743999719619751,Control
2221,"The results of the team's evaluations are discussed below, by structure or structural group.",180,2064,2156,ano_2001003.txt,,0.5194000005722046,Control
2224,"Scope The team reviewed the NRC's SER and the applicant's aging management review of the reactor building, documented in Engineering Report 93-R-1014-01, ""Aging Effects for Structures and Structural Components;"" and Engineering Report 93-R-1015-01, ""Aging management Review of the Reactor Building.""",180,2177,2476,ano_2001003.txt,,0.8968999981880188,Procedural&Team
2225,The team also interviewed the responsible program engineers.,180,2476,2536,ano_2001003.txt,,0.7069000005722046,Procedural&Team
2227,"Observations The ANO-1 reactor building is a seismic Category 1, continuous, reinforced prestressed concrete cylindrical structure with a shallow dome roof and a mat foundation slab.",182,6,188,ano_2001003.txt,,0.41100001335144043,Information
2228,"The concrete shell, dome, and the base slab are lined with a welded steel liner plate attached to the inside of the structure to assure a high degree of leak tightness.",182,188,356,ano_2001003.txt,,0.6018000245094299,Control
2229,"All penetrations through the cylindrical wall for the passage of pipe, ducts, and electrical conduits are welded steel penetrations.",182,356,488,ano_2001003.txt,,0.44999998807907104,Control
2230,These penetrations are welded to the liner plate around their entire perimeter in order to achieve a pressure tight seal to maintain containment integrity.,182,488,643,ano_2001003.txt,,0.9509000182151794,Planning
2231,"Engineering Report 93-R-1014-01 provides the generic aging effect review of structural steel, steel components, concrete structures, and concrete components.",182,643,800,ano_2001003.txt,,0.41519999504089355,Information
2232,The report reviews all possible aging mechanisms and aging effects and assesses the applicability of each aging effect to the ANO-1 reactor building under various environmental and material condition combinations.,182,800,1013,ano_2001003.txt,,0.9430999755859375,Procedural&Team
2233,"The team's review of the reactor building steel and concrete components are discussed, separately, below.",182,1013,1118,ano_2001003.txt,,0.41519999504089355,Information
2234,"Structural Steel and Steel Components: For the reactor building, the only applicable aging effect for carbon and low-alloy high strength structural steel and steel components, which includes the containment liner, penetrations, hatches, and post-tension wires, is loss of material from general corrosion.",182,1118,1422,ano_2001003.txt,,0.8116999864578247,Procedural&Team
2235,"Loss of prestress of the post-tension system is a time-limited effect and is evaluated together with other time-limited aging effects in Engineering Report 93-R-1020-01, ""TLAA and Exemption Evaluation Summary.""",182,1422,1632,ano_2001003.txt,,0.6643000245094299,Control
2236,"The aging management program that the applicant credits for managing the corrosion of the liner is ASME Section XI, Subsection IWE, ""Requirements for Class MC and Metallic Liners of Class CC Components of Light-Water Cooled Plants.""",182,1632,1864,ano_2001003.txt,,0.35850000381469727,Communication
2237,The applicant stated that this is a newly-adopted program and will be used for the first time at ANO-1 during the next refueling outage.,182,1864,2000,ano_2001003.txt,,0.632099986076355,Control
2238,"A more detailed review of ASME Section XI, Subsection IWE inservice inspections is provided Section III.D of this report.",182,2000,2121,ano_2001003.txt,,0.38749998807907104,Control
2239,"Concrete Structures and Concrete Components: Table 5-1 of Engineering Report 93-R-1014-01 lists the aging effects of concrete components in the reactor building as loss of material, cracking, and change in material properties from elevated temperatures.",182,2121,2374,ano_2001003.txt,,0.9980999827384949,Procedural&Team
2240,Loss of material in concrete structures or structural components could be caused by borated water leakage from bolted closures.,182,2374,2501,ano_2001003.txt,,0.9941999912261963,Procedural&Team
2241,"The applicant considered this condition to be event-driven, therefore, not an aging mechanism.",182,2501,2595,ano_2001003.txt,,0.41190001368522644,Control
2243,"Cracking of concrete structures and concrete structural components could occur as a result of freeze-thaw cycles, reaction with aggregates, shrinkage, settlement, elevated temperature, irradiation, and fatigue.",182,2611,2821,ano_2001003.txt,,0.8744000196456909,Management
2244,"Engineering Report 93-R-1014-01 stated that, none of these aging mechanisms are applicable to the ANO-1 reactor building for the following reasons.",182,2821,2968,ano_2001003.txt,,0.5813000202178955,Control
2246,"-14and elevated temperature are not applicable, because the geographical location of the site would not support such mechanisms.",184,0,129,ano_2001003.txt,,0.37049999833106995,Information
2247,Reaction with aggregates occurs only where the aggregates used in the concrete mix contained certain elements that react with chemicals from the cement.,184,129,281,ano_2001003.txt,,0.453000009059906,Control
2248,"Shrinkage will cause cracks to form during initial curing and setting of concrete, but with proper mix and construction, this will not become an applicable aging mechanism.",184,281,453,ano_2001003.txt,,0.8337000012397766,Planning
2249,Operational history at ANO-1 suggests that shrinkage and reaction with aggregates are not applicable aging effects.,184,453,568,ano_2001003.txt,,0.8499000072479248,Performance
2250,Structures settle to some extent during construction and can continue for some time afterward.,184,568,662,ano_2001003.txt,,0.6571000218391418,Control
2251,"The ANO-1 reactor building is constructed on rock formations, therefore continuous settlement is not an applicable aging mechanism.",184,662,793,ano_2001003.txt,,0.696399986743927,Control
2252,"Reactor building concrete components are not located near any substantial source of radioactive material, therefore irradiation is not an applicable aging mechanism.",184,793,958,ano_2001003.txt,,0.9955999851226807,Procedural&Team
2253,"The ANO-1 reactor building is not subjected to a high cyclic structural loading; therefore, fatigue is not an applicable aging mechanism.",184,958,1095,ano_2001003.txt,,0.45579999685287476,Control
2254,"The ANO-1 containment penetrations are protected from elevated temperature aging mechanisms by design; therefore, elevated temperature is not an applicable aging mechanism.",184,1095,1267,ano_2001003.txt,,0.4018000066280365,Information
2255,The team agreed with the applicant.,184,1267,1302,ano_2001003.txt,,0.2775000035762787,Control
2256,"Change of material properties could be caused by leaching of calcium hydroxide, aggressive chemical attack, elevated temperature, irradiation, and creep.",184,1302,1455,ano_2001003.txt,,0.9922999739646912,Procedural&Team
2257,"Leaching of calcium hydroxide occurs when water passes through the concrete such as flowing water, ponding, or high hydraulic pressure.",184,1455,1590,ano_2001003.txt,,0.9837999939918518,Procedural&Team
2258,Concrete with low permeability will resist leaching.,184,1590,1642,ano_2001003.txt,,0.436599999666214,Control
2259,"The ANO-1 containment was designed and constructed with the proper water-cement ratio resulting in a very low permeability; therefore, leaching of calcium hydroxide is not an applicable aging mechanism.",184,1642,1844,ano_2001003.txt,,0.9664000272750854,Procedural&Team
2260,"In reviewing concrete structures and structural components exposed to weather, such as the exterior of the containment cylindrical wall, dome, and foundation slab, the team requested information about the ground water chemistry which could contain an unacceptable high concentration of chemicals that could pose a threat to the foundation slab.",184,1844,2188,ano_2001003.txt,,0.7175999879837036,Org-Coordination
2261,The applicant stated that the site ground water had been tested during construction and was found to be benign.,184,2188,2299,ano_2001003.txt,,0.6643000245094299,Org-Coordination
2262,"In 1996 the ground water was again tested and found to contain chemicals are below the thresholds of NUREG-1557 (pH < 5.5, chloride solutions > 500 ppm, and sulfate > 1500 ppm) therefore, also benign.",184,2299,2499,ano_2001003.txt,,0.9976999759674072,Procedural&Team
2264,"The applicant credited their inspection of the containment in accordance with ASME Section XI, Subsection IWL, ""Requirements for Class CC Concrete Components of Light-Water Cooled Plants,"" as an aging management program.",184,2515,2735,ano_2001003.txt,,0.9498000144958496,Procedural&Team
2265,"A more detailed review of ASME Section XI, Subsection IWL inservice inspections is discussed in Section III.D of this report.",184,2735,2860,ano_2001003.txt,,0.48910000920295715,Information
2267,"Conclusions The team found that, for this structure, the applicant had properly identified the effects of aging and the programs that will manage those effects, in accordance with their license renewal application and the NRC's SER.",186,6,238,ano_2001003.txt,,0.8712000250816345,Procedural&Team
2270,"Scope The team reviewed the NRC's SER and the applicant's aging management review of the intake structure, documented in Engineering Report 93-R-1014-01, ""Aging Effects for Structures and Structural Components,"" and Engineering Report 93-R-1015-04, ""Aging Management Review of the Intake Structure.""",186,259,558,ano_2001003.txt,,0.9940000176429749,Procedural&Team
2271,The team also interviewed the responsible program engineers and performed a visual inspection of accessible portions of the intake structure.,186,558,699,ano_2001003.txt,,0.32670000195503235,Control
2272,"b. Observations In Engineering Reports 93-R-1014-01 and 93-R-1015-04, the applicant identified that the aging effect for structural steel and steel components in the intake structure is corrosion which can cause loss of material to carbon steel and lowalloy steel.",186,699,963,ano_2001003.txt,,0.9649999737739563,Planning
2273,The applicant also identified that the aging effects for concrete structures and concrete components in the intake structure are abrasion and cavitation for above grade exterior concrete.,186,963,1150,ano_2001003.txt,,0.30809998512268066,Control
2275,"Steel Structures and Structural Components: Most steel components and commodities within the Intake Structure are made of carbon steel; however, the applicant has recently installed new SW bay strainers made of stainless steel.",186,1151,1378,ano_2001003.txt,,0.34200000762939453,Information
2276,The applicant relies on the Maintenance Rule Program to manage the aging effect of loss of material from corrosion for steel components and threaded fasteners.,186,1378,1537,ano_2001003.txt,,0.2506999969482422,Procedural&Team
2277,"For underwater steel components, the applicant relies on the Maintenance Rule Program in conjunction with the inspection of the SW and circulating water bays.",186,1537,1695,ano_2001003.txt,,0.6525999903678894,Procedural&Team
2278,These bays are periodically drained so that they can be inspected and cleaned.,186,1695,1773,ano_2001003.txt,,0.6380000114440918,Procedural&Team
2279,The applicant also relies on the Service Water Chemical Control Program to maintain the SW bay strainers.,186,1773,1878,ano_2001003.txt,,0.7372000217437744,Procedural&Team
2280,Further discussion of the Maintenance Rule Program is provided in Section III.D of this report.,186,1878,1973,ano_2001003.txt,,0.29750001430511475,Information
2281,Concrete Components: All concrete components are in the scope of license renewal and subject to an aging management review.,186,1973,2096,ano_2001003.txt,,0.44760000705718994,Information
2282,There are no known applicable aging effects for concrete protected from the weather in the intake structure.,186,2096,2204,ano_2001003.txt,,0.7511000037193298,Communication
2283,The potential aging effects to concrete exposed to weather above grade are loss of material from abrasion and cavitation due to running water.,186,2204,2346,ano_2001003.txt,,0.9014999866485596,Planning
2284,"However, because the greatest average water velocity in the intake structure is 6.3 feet per second, loss of material due to cavitation is not a credible aging effect.",186,2346,2513,ano_2001003.txt,,0.98580002784729,Procedural&Team
2285,"For concrete below grade, the water velocity is so low that abrasion and cavitation from running water are not a concern.",186,2513,2634,ano_2001003.txt,,0.9872999787330627,Performance
2286,The applicant relies on the Maintenance Rule Program structural walkdowns to detect the loss of material,186,2634,2738,ano_2001003.txt,,0.9944000244140625,Procedural&Team
2287,-16due to abrasion on the intake structure's exterior concrete wall at normal lake level.,188,0,90,ano_2001003.txt,,0.7495999932289124,Planning
2288,The team agreed with this assessment.,188,90,127,ano_2001003.txt,,0.375,Control
2289,"c. Conclusions The team found that, for the intake structure, the applicant had properly identified the effects of aging and the programs that will manage those effects, in accordance with their license renewal application and the NRC's SER.",188,127,368,ano_2001003.txt,,0.5238999724388123,Cognition
2291,Emergency Diesel Fuel Oil Storage Tank Vault a.,188,370,417,ano_2001003.txt,,0.3856000006198883,Control
2292,"Scope The team reviewed the NRC's SER; Engineering Report 93-R-1015-06, ""Aging Management Review of Above Ground/Underground Yard Structures and Associated Pipe Trenches;"" and Engineering Report 93-R-1014-01, ""Aging Effects for Structures and Structural Components.""",188,417,683,ano_2001003.txt,,0.558899998664856,Procedural&Team
2293,The team also interviewed the responsible program engineers.,188,683,743,ano_2001003.txt,,0.7069000005722046,Procedural&Team
2294,"b. Observations The applicant determined that the walls, floor slab, and columns of the emergency diesel fuel oil storage tank vault require aging management review.",188,743,908,ano_2001003.txt,,0.322299987077713,Procedural&Team
2295,The only potential applicable aging effect for above grade exterior concrete of the emergency diesel fuel oil storage tank vault identified was the loss of material from abrasion and cavitation.,188,908,1102,ano_2001003.txt,,0.6499999761581421,Procedural&Team
2296,"However, because the exterior concrete of the emergency diesel fuel oil storage tank vault is not exposed to continuous running water with high velocity (greater than 40 fps), loss of material from abrasion and cavitation is not a credible aging effect.",188,1102,1355,ano_2001003.txt,,0.801800012588501,Procedural&Team
2297,"c. Conclusions The team found that, for the emergency diesel fuel oil storage tank vault structure, the applicant had properly identified the effects of aging and the programs that will manage those effects, in accordance with their license renewal application and the NRC's SER.",188,1355,1634,ano_2001003.txt,,0.3776000142097473,Communication
2299,Bulk Commodities - Threaded Fasteners a.,188,1636,1676,ano_2001003.txt,,0.4284999966621399,Information
2300,"Scope The team reviewed the applicant's license renewal application, the NRC's SER, and the applicant's aging management review documented in Engineering Report 93-R-1015-07, ""Aging Management Review of Bulk Commodities.""",188,1676,1897,ano_2001003.txt,,0.5543000102043152,Procedural&Team
2302,"Observations In their license renewal application, the applicant included threaded fasteners for fire damper mounts as a bulk commodity.",190,6,142,ano_2001003.txt,,0.5652999877929688,Management
2303,The components that make up this commodity group are made of galvanized steel and are found in sheltered environments protected from weather.,190,142,283,ano_2001003.txt,,0.4302000105381012,Communication
2304,"Table 3.6-8 of the license renewal application indicated that these threaded fasteners have no applicable aging effects and, therefore, do not require any aging management.",190,283,455,ano_2001003.txt,,0.529699981212616,Procedural&Team
2305,"Components protected from the weather may be exposed to interior ambient temperature conditions of up to 140EF, relative humidity between 20 and 90 percent, and various radiation levels.",190,455,641,ano_2001003.txt,,0.5055000185966492,Control
2306,The applicant stated that this environment is below the radiation threshold levels necessary to cause embrittlement and below the necessary temperature and humidity levels that may cause a potential change in material properties and loss of material.,190,641,891,ano_2001003.txt,,0.9972000122070312,Procedural&Team
2308,"In Engineering Report 93-R-1015-07, the applicant stated that bolted joints and threaded connections are collectively referred to as threaded fasteners and include bolts, studs, screws, nuts, washers, and member facing surfaces.",190,907,1135,ano_2001003.txt,,0.9836000204086304,Org-Coordination
2309,"This engineering report stated that these fasteners could be exposed to aggressive chemicals resulting from a spill; however, the potential aging effects from being exposed to aggressive chemicals were considered to be negligible, because cleanup is expected to be implemented quickly and in accordance with plant housekeeping procedures.",190,1135,1473,ano_2001003.txt,,0.5400999784469604,Control
2311,"Housekeeping activities to clean up a chemical spill cannot be used to determine aging effects and, therefore, cannot be an aging management program.",190,1491,1640,ano_2001003.txt,,0.6906999945640564,Planning
2312,"However, for license renewal, spills are not considered aging mechanisms, but events.",190,1640,1725,ano_2001003.txt,,0.49939998984336853,Control
2313,Effects from event-initiated occurrences are not age related and need not be considered in an aging management review.,190,1725,1843,ano_2001003.txt,,0.7742000222206116,Procedural&Team
2314,The applicant revised Engineering Report 93-R-1015-07 to correct the characterization and application of chemical spills.,190,1843,1964,ano_2001003.txt,,0.732699990272522,Procedural&Team
2315,"The team performed a visual inspection of a number of heating, ventilation, and air conditioning ducts and dampers located in the auxiliary building.",190,1964,2113,ano_2001003.txt,,0.4625999927520752,Control
2316,"The team found that all bolts were in place, secured, and without indication of corrosion, loss of material, change in material property, or other forms of damage.",190,2113,2276,ano_2001003.txt,,0.9156000018119812,Procedural&Team
2317,The team also reviewed plant maintenance history for the previous 4 years to verify that aging of galvanized steel thread fasteners have not been experienced at ANO-1.,190,2276,2443,ano_2001003.txt,,0.5647000074386597,Control
2318,Two maintenance packages were found that involved fire damper bolts.,190,2443,2511,ano_2001003.txt,,0.651199996471405,Team & Organization
2319,"One of the two packages, FD-183-19, identified two bolts needing replacement due to physical damage, not aging.",190,2511,2622,ano_2001003.txt,,0.4058000147342682,Control
2320,The other package identified missing bolts.,190,2622,2665,ano_2001003.txt,,0.5491999983787537,Control
2321,The team's review of this maintenance history failed to identify any aging of galvanized steel threaded fasteners for fire damper mounts.,190,2665,2802,ano_2001003.txt,,0.39649999141693115,Control
2322,"c. Conclusions The team found that, for threaded fasteners reviewed, the applicant had properly identified the effects of aging and the programs that will manage those effects, in accordance with their license renewal application and the NRC's SER.",190,2802,3050,ano_2001003.txt,,0.4684000015258789,Communication
2324,"Review of Selected Aging Management Programs The team reviewed selected aging management programs that were credited for managing the effects of aging in certain mechanical systems, electrical systems, and structures and structural components to verify that the existing programs were implemented consistent with the information presented in the applicant's license renewal application, applicant programs and procedures, and the NRC's SER.",192,6,446,ano_2001003.txt,,0.2851000130176544,Procedural&Team
2325,"For new programs not yet created, and for existing programs that will be enhanced or expanded, the team examined available documentation and discussed future plans with cognizant system and program engineers.",192,446,654,ano_2001003.txt,,0.3084999918937683,Procedural&Team
